,sentence,year_from,year_to
4658,м цепенков,1979,1979
4659,ја затнав стерна со бубаќ,1979,1979
4660,со партал,1979,1979
4661,со песочиште со чакалиште,1979,1979
4662,со камен со карпа,1979,1979
4663,што ги натрупав на дувло,1979,1979
4664,да крепат,1979,1979
4665,беше заден час,1979,1979
4666,сонот ми скипна,1979,1979
4667,во ниедна до,1979,1979
4668,сум одел да наслушам како приидува вода,1979,1979
4669,како гргори грч и зајачи под земи,1979,1979
4670,се лути некому,1979,1979
4671,а не го разбира збор,1979,1979
4672,се токми да излезе,1979,1979
4673,како сура меч од пештера,1979,1979
4674,да потера лов,1979,1979
4675,ноќе,1979,1979
4676,знае трпелива,1979,1979
4677,таа го чека својот час,1979,1979
4678,таа ќе почека да го успие мај дете,1979,1979
4679,и лелејката да запре во лулањето,1979,1979
4680,елемијата во вртењето,1979,1979
4681,таа ќе почека да вечера орач,1979,1979
4682,да ги сопашат објало,1979,1979
4683,да ги потурат опинците со плева,1979,1979
4684,таа ќе почека да згасне последен жарче,1979,1979
4685,под пепел,1979,1979
4686,последен ѕвонче во трлата да молкне,1979,1979
4687,и пците да се притајат,1979,1979
4688,и старците што ги мачи бесоница и кашлица,1979,1979
4689,да тивнат,1979,1979
4690,да биде глуво и спокојно и темен кога ќе рикне,1979,1979
4691,стерна,1979,1979
4692,таа го чека сама својот час,1979,1979
4693,сите спијат,1979,1979
4694,а сама јас буден во трудна ноќ,1979,1979
4695,како ајдут на пустија,1979,1979
4696,чека,1979,1979
4697,полн од нејзин подземен бучење,1979,1979
4698,сиот намовнат кога за малку ќе молкне,1979,1979
4699,зашто тогаш крои најлош и се присеќава,1979,1979
4700,ми иде да вика да мавтам со раце да буди,1979,1979
4701,и тогаш решив,1979,1979
4702,ја затнав стерна со бубаќ,1979,1979
4703,со партал,1979,1979
4704,со песочиште со чакалиште,1979,1979
4705,со камен со карпа,1979,1979
4706,што ги натрупав на дувло,1979,1979
4707,да крепат,1979,1979
4708,колку ликував,1979,1979
4709,дека ја задавувам до мртовечко отпуштање,1979,1979
4710,дека сè послаб иде нејзин глас,1979,1979
4711,од подземје,1979,1979
4712,како да липа и да моли мил,1979,1979
4713,сè повеќе се силев раскинат од бес,1979,1979
4714,со нокти корнев и мава и шибав,1979,1979
4715,и толчев и трупав грамада,1979,1979
4716,брзав да не се загревам,1979,1979
4717,а кога запрев задишан и потен,1979,1979
4718,и минав со кален рак по чело,1979,1979
4719,кога се исправив сосем простум,1979,1979
4720,и вдишав со сета душа воздух и тишина,1979,1979
4721,чув,1979,1979
4722,некој под земи далеку се кикоти,1979,1979
4723,како да ја прекрил уста со длан,1979,1979
4724,истрпнав,1979,1979
4725,и еве пак е ноќ и пак е ниедна до,1979,1979
4726,сите спијат а јас го загуби сонот,1979,1979
4727,ми бучи стерна в уши како никогаш,1979,1979
4728,како да претекла сета во мене,1979,1979
4729,овде в гради,1979,1979
4730,и по дамар,1979,1979
4731,ми приидуваат темните подземен водје,1979,1979
4732,без почин,1979,1979
4733,како јас да ја создава стерна,1979,1979
4734,и треба да го изречам нејзин збор,1979,1979
4735,наслушувам,1979,1979
4736,таа расте,1979,1979
4737,таа го чека сама својот час,1979,1979
4738,да биде глуво и спокојно и темен кога ќе рикне,1979,1979
4739,ќе се оттиши,1979,1979
4740,ќе гргне да поклопи да подави да повлече,1979,1979
4741,да се успокои во ширина,1979,1979
4742,кале,1979,1979
4743,коgа gо ѕидаше калеtо во варош марко,1979,1979
4744,собра gолема анgарија маж и жена,1979,1979
4745,мало и gолемо од pлеtвар до варош од,1979,1979
4746,рак на рак pодаваа камен седумдесеt,1979,1979
4747,деца во pелени изумреа без цица,1979,1979
4748,народ леgенда,1979,1979
4749,се виши моето камен кале во ведриот ден,1979,1979
4750,со јаки ѕидишта и со вит кула,1979,1979
4751,како сокол да се раскрилил на стрмна спила,1979,1979
4752,над рамнина,1979,1979
4753,и ја разгледува открај вкрај,1979,1979
4754,јас бев и роден за да го направам ова кале,1979,1979
4755,за штит и закана пред лошотијата,1979,1979
4756,по судбина бев повикан јас,1979,1979
4757,да знам дека,1979,1979
4758,тука треба да израсне тврдина,1979,1979
4759,како што изникнува бор на стрмно место,1979,1979
4760,наспротив ветрот,1979,1979
4761,и тука треба да се пречека зло,1979,1979
4762,да се превари негов наум,1979,1979
4763,да не стапи понатаму,1979,1979
4764,затоа собрав мало и голем,1979,1979
4765,маж и жена,1979,1979
4766,пуздер и плева,1979,1979
4767,што го продолжи живот без да ги знае,1979,1979
4768,неговите пат,1979,1979
4769,не ги врзав јас со синџир нивните раце,1979,1979
4770,ами со бел камен,1979,1979
4771,да го подаваат од рак в рак,1979,1979
4772,од плетвара до вароша,1979,1979
4773,да тече како бистра вод бел камен,1979,1979
4774,по бразда од мозолести дланка,1979,1979
4775,да свет на сонце,1979,1979
4776,јас не сум може и да сака да гледа,1979,1979
4777,како капнуваат тие раце,1979,1979
4778,како се криви лица од напор,1979,1979
4779,и усна пука од жед,1979,1979
4780,јас не сум може и да сака,1979,1979
4781,да слуша тешки мајчински колнења,1979,1979
4782,дури им пискотат децата во рулче,1979,1979
4783,по пусти стрништа на изгор,1979,1979
4784,подава рачиња по бос,1979,1979
4785,без да ја најде,1979,1979
4786,зашто јас имав тврд коба,1979,1979
4787,да прави креп пред зло,1979,1979
4788,и еве кај се виши камен кале во ведриот ден,1979,1979
4789,како раскрилен сокол на врела карпа,1979,1979
4790,со бодри крилје,1979,1979
4791,но паѓа полека ноќта,1979,1979
4792,и бел кула ги покрив на пласје темнина,1979,1979
4793,и гаснат виделца во мазгалките,1979,1979
4794,се фаќа штама,1979,1979
4795,папсува мој сил,1979,1979
4796,чмае,1979,1979
4797,гине,1979,1979
4798,и како сè да тоне полека в земи,1979,1979
4799,како да нема ништо наоколу,1979,1979
4800,како никогаш да не сум направи ништо,1979,1979
4801,и така ми се ближи сонот со стапка на чакал,1979,1979
4802,да ги мине и последните плот на свест,1979,1979
4803,да го пушти надвор горчлив сомнение,1979,1979
4804,да ме остави сам со мојот грев,1979,1979
4805,се ближи од мрак безимен врволица,1979,1979
4806,мало и голем,1979,1979
4807,машко и женско,1979,1979
4808,пуздер и плева што сама го продолжи живот,1979,1979
4809,и како тешки камен врз мозолести дланка,1979,1979
4810,ги носи своите клетва,1979,1979
4811,ти не си гледа како гине марко крале,1979,1979
4812,ние гиневме,1979,1979
4813,ти не си слуша како писка наш дечиња,1979,1979
4814,наш пилци,1979,1979
4815,кос да ти се крене,1979,1979
4816,ние слуша,1979,1979
4817,проклета да е твој вистина марко крале,1979,1979
4818,што нè доведе до крај,1979,1979
4819,до последен желба,1979,1979
4820,што и наш отчај дури го исцрпе,1979,1979
4821,како бунар во летен пек,1979,1979
4822,пискотат мртвите младенци во мојот улав сон,1979,1979
4823,со укор на тажен ангелчиња,1979,1979
4824,сам останувам беспомошен пред сопствен грев,1979,1979
4825,и насетувам дека има и некоја друга,1979,1979
4826,пуста правда,1979,1979
4827,освен мој,1979,1979
4828,дека во живот сè се израмнувало,1979,1979
4829,во прилив меѓу доброто и зло,1979,1979
4830,како мат и бистра ре кога ќе се става,1979,1979
4831,како бран во море што се успокојува,1979,1979
4832,оддалеку го наслушувам веќе,1979,1979
4833,неминовен пристап на лошотијата,1979,1979
4834,непредвидлив и безбројни се нејзин патека,1979,1979
4835,нејзин богази,1979,1979
4836,и бразда што ја водат,1979,1979
4837,ниту ќе ја задржи моето бело кале неа,1979,1979
4838,не ќе ја задржи,1979,1979
4839,а ќе ја принуди сама,1979,1979
4840,да урне уште една горда замисла,1979,1979
4841,марковиот манастир,1979,1979
4842,за gревоt за седумдесеttе деца шtо,1979,1979
4843,умре коgа gо ѕидаше калеtо марко,1979,1979
4844,наpрави седумдесеt црква,1979,1979
4845,народ леgенда,1979,1979
4846,направи манастир на скришно место,1979,1979
4847,да стои долго самотен,1979,1979
4848,да кажува некогаш за мене,1979,1979
4849,рушители нема да најде во него злато и,1979,1979
4850,сребро,1979,1979
4851,а сама студен полутемнина,1979,1979
4852,како во таговен душа,1979,1979
4853,кога го престапив првпат праг од паперта,1979,1979
4854,плоча болно екнаа под моите нозе,1979,1979
4855,што дури запрев,1979,1979
4856,и темен тишина потоа до последен жилка,1979,1979
4857,ме полази,1979,1979
4858,како мор што лази,1979,1979
4859,двајца светци од двете страни на црковен,1979,1979
4860,врат,1979,1979
4861,со исплашени поглед,1979,1979
4862,со дланка испружени пред себе,1979,1979
4863,ме предваруваа возбудено да не оди понатаму,1979,1979
4864,но јас жедно стапи под свод на кубе,1979,1979
4865,како да се запознавам веднаш сам себе,1979,1979
4866,погледнав наоколу,1979,1979
4867,и ѕид се раздвижи,1979,1979
4868,нејасен прилика притаени во полумракот,1979,1979
4869,како што оди ме пречекуваат,1979,1979
4870,ми пристапи молчаливо и грозно,1979,1979
4871,лица со израз на безумен страдање,1979,1979
4872,мрачен воин со испрекрстени копја и меч,1979,1979
4873,тажачки крај мртовечки од,1979,1979
4874,тел прободени со стрели на издишување,1979,1979
4875,згрчен во најврховна мак,1979,1979
4876,деца загубен во врволицата,1979,1979
4877,со врбови гранчиња во рака,1979,1979
4878,оди несвесно наоколу,1979,1979
4879,а цел тоа мноштво ме обиколи,1979,1979
4880,ме испреплетува во кошмарен јазол,1979,1979
4881,молчаливо ме следи и чека нешто од мене,1979,1979
4882,зборнете реков,1979,1979
4883,но мојот глас ја урна тишина меѓу свод,1979,1979
4884,и ме остави сам пред привид на мој свест,1979,1979
4885,зашто тие бесшумен се повлекоа,1979,1979
4886,и пак се притаија по ѕид,1979,1979
4887,запрев пред олтар како да ќе се помоли богу,1979,1979
4888,уште несмирен,1979,1979
4889,и тогаш дочув јасно женско липа од свод,1979,1979
4890,тоа рахила ги кренала очајно рацете,1979,1979
4891,крши прст,1979,1979
4892,и плаче над мртвите младенци,1979,1979
4893,тажи во вселената,1979,1979
4894,јас излегов избезумен од црква,1979,1979
4895,и зачекорив надолу,1979,1979
4896,и ми се причини како моите удови да станува,1979,1979
4897,столб во од,1979,1979
4898,како да сум засводен со кубе,1979,1979
4899,како да ја носи во себе студен празнина,1979,1979
4900,на манастир,1979,1979
4901,но за сето време знам,1979,1979
4902,темните прилика молчи во мојот мрак,1979,1979
4903,нема бег нема прошка и нема оставање,1979,1979
4904,спомен,1979,1979
4905,јас вика запалете кандило,1979,1979
4906,но моето срце е изгаснато огниште пепел,1979,1979
4907,по тланик,1979,1979
4908,оди и чувствувам,1979,1979
4909,го носи манастир в гроб,1979,1979
4910,епилог,1979,1979
4911,на песјо брдце кај прилеp марко води,1979,1979
4912,бој со ден мавни чини со сабјаtа,1979,1979
4913,pреpолови gо душманоt двеtе pоловини оживуваа,1979,1979
4914,и се pравеа двајца види марко дека не бидува,1979,1979
4915,pоtкова коњ наоpаку клади барабани да бијаt,1979,1979
4916,на веtар да не сеtаt дека никоgо нема во калеtо,1979,1979
4917,и се заgуби некаде во ноќtа,1979,1979
4918,народ pоgоворка,1979,1979
4919,и оваа бит треба да ја води,1979,1979
4920,да ја бијам,1979,1979
4921,со ден,1979,1979
4922,со крвави раце до раме,1979,1979
4923,со крвави нозе до колена,1979,1979
4924,до премалување,1979,1979
4925,дури не се испита сосем,1979,1979
4926,дури не дојде до крај,1979,1979
4927,дури не секнам како бунар што секнува,1979,1979
4928,во летен пек,1979,1979
4929,за да ја сети последен желба,1979,1979
4930,сама никој да не ја види мој смрт,1979,1979
4931,излегувам ран на ова песјо брдце,1979,1979
4932,гневен на булуци го гонам ѓаволски кот,1979,1979
4933,замавнувам лево и удира десно,1979,1979
4934,и мава,1979,1979
4935,и гмечам,1979,1979
4936,и сече,1979,1979
4937,како што сече чест гора кога прави пат,1979,1979
4938,но навечер кога се враќам постанат,1979,1979
4939,пак се состави сè по мене,1979,1979
4940,како што било,1979,1979
4941,божем сум орал гнасен вод,1979,1979
4942,и сама се умножило зло,1979,1979
4943,како бурјан по плевење,1979,1979
4944,и еве пак е ноќ,1979,1979
4945,и пак е ниедна до,1979,1979
4946,наслушувам,1979,1979
4947,наидува лошотијата,1979,1979
4948,како мат вод што поклопи,1979,1979
4949,и ми се чини,1979,1979
4950,сè пропаѓа в земи,1979,1979
4951,како никогаш да го нема,1979,1979
4952,како никогаш да не сум направи ништо,1979,1979
4953,ковајте ми коњ наопаку,1979,1979
4954,клајте барабани на ветар да бијат,1979,1979
4955,нека ги страши уште мојот призрак,1979,1979
4956,да не ја вида мој смрт,1979,1979
4957,сама никој да не ја види мој смрт,1979,1979
4958,да бидам сам со неа,1979,1979
4959,како со невеста,1979,1979
4960,во ноќ на затруднување,1979,1979
4961,кочо рацин,1984,1984
4962,од сонце вод и од пот се зачна,1984,1984
4963,на таа пес звук скрит и таен,1984,1984
4964,музика на мугра по ноќ мрачен,1984,1984
4965,и збор толку свој и толку знаен,1984,1984
4966,а тоа сонце е припек на пладне,1984,1984
4967,над аргат што тутун ги чека,1984,1984
4968,и нема сен од негде да падне,1984,1984
4969,за капка вод утроба пека,1984,1984
4970,а таа вод е бистра и ладен,1984,1984
4971,а привкусот на таа пот е горок,1984,1984
4972,и со тој привкус на душа страд,1984,1984
4973,се роди пес против гнет и порок,1984,1984
4974,и збор се зачу на закана задна,1984,1984
4975,а глас беше на трагичен пророк,1984,1984
4976,чешма,1984,1984
4977,од тие чешма со мил во глас,1984,1984
4978,со корито од гранит или мрамор,1984,1984
4979,не еден пат го наоѓа спас,1984,1984
4980,да откине од жед и од замор,1984,1984
4981,и прероден ќе седнел тој во лад,1984,1984
4982,да почека жештина да спласне,1984,1984
4983,со леб да го подзалаже глад,1984,1984
4984,и нешто пиперпатлиџан да касни,1984,1984
4985,и тука под тој багрем или круша,1984,1984
4986,на една мисла ќе го учи ум,1984,1984
4987,за таа чешма дека има душа,1984,1984
4988,и најпосле го довел дома друм,1984,1984
4989,но често дури на сон ќе го слуша,1984,1984
4990,под мрамор на таа чешма шум,1984,1984
4991,пиперка,1984,1984
4992,прилепското со пиперка се слави,1984,1984
4993,со купишта на пазар ги има,1984,1984
4994,ги јаде во салата во тави,1984,1984
4995,во туршија ги чува за зима,1984,1984
4996,ги има жив и лути и благ,1984,1984
4997,и човек во нив го наоѓа лек,1984,1984
4998,со сол и пипер сме крепеле снага,1984,1984
4999,со пинџур ни е нам убав век,1984,1984
5000,ќе дојде есен со своите чари,1984,1984
5001,во низа пипер секој дом го скрила,1984,1984
5002,чардаците ги красат рујни шар,1984,1984
5003,и куќа е невестица мил,1984,1984
5004,и така кај нас од времиња стар,1984,1984
5005,се создава убавина и сил,1984,1984
5006,јуруклукот,1984,1984
5007,од миравци јуруклукот се гледа,1984,1984
5008,со тих плавност рид над рид се крева,1984,1984
5009,и небо со бој синобледа,1984,1984
5010,со тие рид лилав раб го слева,1984,1984
5011,јас многу земја во свет сум шета,1984,1984
5012,во индија и сибир јас сум биден,1984,1984
5013,над алпите и андите сум лета,1984,1984
5014,но без да ми е јуруклукот виден,1984,1984
5015,и еднаш да ги ѕирне тие место,1984,1984
5016,да допре над нив сино небо виш,1984,1984
5017,ме вика копнеж и помисла чест,1984,1984
5018,но зошто тоа откривање лишен,1984,1984
5019,од извесност е поубав свест,1984,1984
5020,да има нешто блиско што е скришно,1984,1984
5021,излет,1984,1984
5022,ракија под чешма се лади,1984,1984
5023,и грав веќе во грнета крчка,1984,1984
5024,се збира за ручек старимлади,1984,1984
5025,и по нив куче и детенце трчка,1984,1984
5026,поседнати во круг на мек трева,1984,1984
5027,ѕингараат со лажица и слачен,1984,1984
5028,пареа од тенџере се крева,1984,1984
5029,а вина закачките ги зачна,1984,1984
5030,а после секој во сенка бег,1984,1984
5031,и џагор во слатко дремка тивна,1984,1984
5032,квечерина за враќање се стега,1984,1984
5033,дружина и дури тогаш жив,1984,1984
5034,и сето тоа е мина сега,1984,1984
5035,и не е тајна судбина нивен,1984,1984
5036,мукос,1984,1984
5037,и стар дошла а пак човек дума,1984,1984
5038,што врзал в ум со спомен на дете,1984,1984
5039,со мојот татко низ буков шум,1984,1984
5040,на мукос првпат се искачи лете,1984,1984
5041,во дол стрмен по малку се зора,1984,1984
5042,се пласти магла по ниската леска,1984,1984
5043,а рид веќе од светлина гори,1984,1984
5044,и в небо јасен сончевина блеска,1984,1984
5045,планина се открива пред дете,1984,1984
5046,а долу таму село го вика,1984,1984
5047,и сè што овде за првпат ќе срете,1984,1984
5048,до послежно со свежест ќе му блик,1984,1984
5049,и со тој спомен оживи ете,1984,1984
5050,и една драга загубен лик,1984,1984
5051,магла,1984,1984
5052,и пак се јави тој мотив на жерав,1984,1984
5053,што загубен во ноќта зимен талк,1984,1984
5054,во вишини јас мисла ја терав,1984,1984
5055,а сега магла приземно ја валка,1984,1984
5056,светлинка се делени во мрак,1984,1984
5057,и слаба зрачка околу нив прска,1984,1984
5058,се истава од секој предмет зрак,1984,1984
5059,од секој човек да избрише врска,1984,1984
5060,и секој човек станал силуета,1984,1984
5061,што магла во повесмо ја носи,1984,1984
5062,и носи призрак безгласна да лета,1984,1984
5063,од сите делен дури студ коси,1984,1984
5064,а душа се збрала клопче сета,1984,1984
5065,па оди прашај кај си кој си што си,1984,1984
5066,роденден,1984,1984
5067,си клапнал сине под тешкото бреме,1984,1984
5068,и двете очи како да ти гаснат,1984,1984
5069,а мај дума поубаво време,1984,1984
5070,и ти ми беше во јагниња раснат,1984,1984
5071,јас лидам мајка по камен скрка,1984,1984
5072,и нигде траг од наш стадо,1984,1984
5073,и како некој без грев да ме брка,1984,1984
5074,ми нема почин и душа страда,1984,1984
5075,јас не знам каде овој пат ме води,1984,1984
5076,и дали негде мак ќе спласнат,1984,1984
5077,а треба да се оди оди оди,1984,1984
5078,и горко им на оние што каснат,1984,1984
5079,а тебе мај за друго те роди,1984,1984
5080,и ти ми беше во јагниња раснат,1984,1984
5081,сништа,1984,1984
5082,сама во сонот младост е жив,1984,1984
5083,со јасни зрак таа на сон иде,1984,1984
5084,да сети в душа како ми се впива,1984,1984
5085,што не било а може да биде,1984,1984
5086,и дури тогаш како да се раѓа,1984,1984
5087,на мојот живот целосен слик,1984,1984
5088,и тоа дење во мрака што паѓа,1984,1984
5089,се буди на сон и негде ме вика,1984,1984
5090,по таа цел устремено внесен,1984,1984
5091,лов што оди по химера на лов,1984,1984
5092,јас пак сум млад и чекор е лесен,1984,1984
5093,и негде изгрев заискри ал,1984,1984
5094,но иде ден со мој есен,1984,1984
5095,и скипнал сонот а останал жалов,1984,1984
5096,виновник,1984,1984
5097,и без да сака рушител на среќа,1984,1984
5098,на дете на сон што го губи здив,1984,1984
5099,па каква уште напред демне смеќа,1984,1984
5100,во твојот двоен преполовен живот,1984,1984
5101,ни себе близок ни добар за друг,1984,1984
5102,во мат витли те завлекле води,1984,1984
5103,те колне како измамени слуга,1984,1984
5104,тие што мај за тебе ги роди,1984,1984
5105,и без да сака виновник на таги,1984,1984
5106,за тие што те избрале со вера,1984,1984
5107,и вистина престорен во лаг,1984,1984
5108,за сека вредност постави мера,1984,1984
5109,да бара сметен од лилјак траг,1984,1984
5110,во некој самрак од лани до вчера,1984,1984
5111,ана,1984,1984
5112,на сpоменоt на ана пенинgtон,1984,1984
5113,таа беше за мене,1984,1984
5114,господар на една поубав земја,1984,1984
5115,како да има негде во случај на потреба,1984,1984
5116,прибежиште,1984,1984
5117,и утеха,1984,1984
5118,за мој залидана мисла,1984,1984
5119,а таа носела свој судбина,1984,1984
5120,јас мисли,1984,1984
5121,да појдеме заедно еднаш,1984,1984
5122,на трескавец,1984,1984
5123,над прилеп,1984,1984
5124,откаде што како увид во моето детство,1984,1984
5125,пука поглед на моето село,1984,1984
5126,но секој носел свој судбина,1984,1984
5127,трактат за зачеток на песна,1984,1984
5128,мисла уште се нерасчленети без ритам,1984,1984
5129,што иде прво мисла или ритам,1984,1984
5130,за здружен да зазвучат како музика,1984,1984
5131,највпечатлив е тогаш музикален мотив,1984,1984
5132,но тој е жижнат од вкрстен мисла со мисла,1984,1984
5133,како вкрстен молња со молња,1984,1984
5134,така музика надгласи,1984,1984
5135,но тоа има свое првобитно огниште,1984,1984
5136,што се наложи не мора да биде првично,1984,1984
5137,а може сама да зема сил од првичен,1984,1984
5138,виножито блеска и нè засени,1984,1984
5139,а првичен е влага пронижана од сонце,1984,1984
5140,и музика не се раѓа од ништо,1984,1984
5141,ами од засек на мисла со мисла,1984,1984
5142,како кремен во трат,1984,1984
5143,и така прв е она на кое пак најпосле,1984,1984
5144,се враќаме,1984,1984
5145,прв е како маглина сè уште сматен,1984,1984
5146,идеја,1984,1984
5147,презир,1984,1984
5148,што ми го врати збор,1984,1984
5149,говорот носи смелост,1984,1984
5150,смелост носи тага,1984,1984
5151,кога ти реков драга,1984,1984
5152,потемне твој белост,1984,1984
5153,ме презре ти со снага,1984,1984
5154,брачен пес,1984,1984
5155,во таа мал куќа на виргино брдо,1984,1984
5156,ние ќе може уште за малку,1984,1984
5157,да го продолжи патријархален живот,1984,1984
5158,да се случи таква случка,1984,1984
5159,стар прстен би светкал на твој рак,1984,1984
5160,ти би знае кога да ја облече,1984,1984
5161,најубав облека,1984,1984
5162,да се случи таква случка,1984,1984
5163,сега застанувам пред мал куќа,1984,1984
5164,туѓ завеса се спуштени на прозорците,1984,1984
5165,посета на музеј,1984,1984
5166,рацете сами им се допре,1984,1984
5167,на влез во мал сал,1984,1984
5168,од некаква тих возбуда,1984,1984
5169,седнаа еден до друг сосем близу на клупата,1984,1984
5170,не треба да го кажуваат тие својот живот,1984,1984
5171,тие ги гледа црвен лилија на клод моне,1984,1984
5172,а зад нив молчеше герника на пикасо,1984,1984
5173,копнеж,1984,1984
5174,се бара,1984,1984
5175,како раце што плива по езеро в мрака,1984,1984
5176,како весло што плескотат во ноќен вод,1984,1984
5177,и нема за нив преграб,1984,1984
5178,и нема за нас гушнување,1984,1984
5179,а сама во мрак одминување,1984,1984
5180,и така од род до род,1984,1984
5181,песна на една певица,1984,1984
5182,најважен е случајното,1984,1984
5183,мигновеното,1984,1984
5184,единствен,1984,1984
5185,тоа како се допре во неповторлив допир,1984,1984
5186,дрвце до кибрит,1984,1984
5187,вод до оган,1984,1984
5188,рак до гради,1984,1984
5189,ете го основен,1984,1984
5190,најважен вели се,1984,1984
5191,ефемерните работи,1984,1984
5192,еднаш случени,1984,1984
5193,забележани,1984,1984
5194,видени,1984,1984
5195,чуен сама еднаш,1984,1984
5196,како твој пес,1984,1984
5197,од која премре душа,1984,1984
5198,зар таа не кружи далеку некаде,1984,1984
5199,околу наш нимбови,1984,1984
5200,и орбита,1984,1984
5201,и зар јас не сум единствен,1984,1984
5202,под кубе на вселената,1984,1984
5203,што постојано таа пес ја слуша,1984,1984
5204,дрвче пресадено од кожув,1984,1984
5205,тоа вели,1984,1984
5206,луѓе сте нетрпеливи,1984,1984
5207,а јас не се брзам со моето растење,1984,1984
5208,мој мисла е во корен,1984,1984
5209,и таа полека длаби во земја,1984,1984
5210,јас имам доста време,1984,1984
5211,и мој е иднина,1984,1984
5212,па кажи сега како да те спомене,1984,1984
5213,кога ќе порастам,1984,1984
5214,есенска рамнина,1984,1984
5215,воз бод воз бод,1984,1984
5216,низ војводина,1984,1984
5217,исушен се по ендеците тревка,1984,1984
5218,несобрани в поле царевките,1984,1984
5219,не е мина,1984,1984
5220,со чекор,1984,1984
5221,по секоја бразда,1984,1984
5222,рамнина,1984,1984
5223,та од неа влага,1984,1984
5224,студен бенка,1984,1984
5225,остава по снага,1984,1984
5226,грнчар,1984,1984
5227,ги изнесе тој на пазар,1984,1984
5228,своите грнци бардиња и вагани,1984,1984
5229,ги положи во шарен круг на земи,1984,1984
5230,та со своите боа и цветчиња,1984,1984
5231,да заличи на градинка пред дуовден,1984,1984
5232,или да заличи на дечиња,1984,1984
5233,од едно голем и среќен семејство,1984,1984
5234,наредени како за слика,1984,1984
5235,невидлив се на нив отисоците,1984,1984
5236,на прст на стариот грнчар,1984,1984
5237,но кога тој ги позема в раце,1984,1984
5238,да ги подаде на туѓ раце,1984,1984
5239,сам чувствува на нив,1984,1984
5240,траг од својот допир,1984,1984
5241,дел од свој топлина,1984,1984
5242,порив на својот пулс и здив,1984,1984
5243,и шум на свој скришен мисла,1984,1984
5244,ете што распродава,1984,1984
5245,данте,1984,1984
5246,во средина на својот живот рече данте,1984,1984
5247,влегов во една мрачен шум,1984,1984
5248,и додаде веќе не излегов,1984,1984
5249,до денешен ден,1984,1984
5250,и еве сега,1984,1984
5251,минат е праг,1984,1984
5252,а сè уште чека некаков,1984,1984
5253,пресвртен миг,1984,1984
5254,душевен обнова,1984,1984
5255,никаков одговор не даде мојот живот,1984,1984
5256,и дух како птица во кафез,1984,1984
5257,удира со крилјата во железните решетка,1984,1984
5258,цел збунет и беспомошен,1984,1984
5259,дали да се предаде на заборав,1984,1984
5260,себеуништување,1984,1984
5261,поматена свест,1984,1984
5262,или да се исправам,1984,1984
5263,бара опора,1984,1984
5264,во светло и болна горка јасност,1984,1984
5265,заблудан по не знам кој пат,1984,1984
5266,јас треба да полага смет,1984,1984
5267,а кому,1984,1984
5268,како,1984,1984
5269,да се обрати,1984,1984
5270,јас што како на јаве,1984,1984
5271,ги минав сите круг на пекол,1984,1984
5272,тогаш се чу глас,1984,1984
5273,човече побара уште малку свежест,1984,1984
5274,во почва на свој душа,1984,1984
5275,не предава се,1984,1984
5276,цвеќињата,1984,1984
5277,уште сама цвеќињата го нуди своето,1984,1984
5278,пријател,1984,1984
5279,нема друг таков речовит молк,1984,1984
5280,како што молчи цвеќе,1984,1984
5281,немој да ја презреш заради својот опит,1984,1984
5282,таа подадена рак,1984,1984
5283,немој да ја презреш ни заради туѓ мак,1984,1984
5284,таа пора што како мирис те одминува веќе,1984,1984
5285,уште цвеќињата ти нуди еден чекор и ритам,1984,1984
5286,како да си во оро средсело во вселената,1984,1984
5287,речи си дишам речи си оди речи си скита,1984,1984
5288,со една стап речи ме движи напред колената,1984,1984
5289,уште сама цвеќињата на спокој те учи,1984,1984
5290,на тоа дека за некоја смисла си роден,1984,1984
5291,и дека не си сам среди ужас што бучи,1984,1984
5292,и дека живот ти бил всушност плоден,1984,1984
5293,уште сама цвеќињата со своите разнобојни очиња,1984,1984
5294,те учи да ја наслушуваш тишина на век,1984,1984
5295,и во шумење на немирен поточиња,1984,1984
5296,и во секој друг шум и ек,1984,1984
5297,и во болка што се збира,1984,1984
5298,да наоѓа мира,1984,1984
5299,загубен браќа,1984,1984
5300,некогаш деца тргнале заедно,1984,1984
5301,да се качува како по стрмен рид,1984,1984
5302,а сега меѓу нив некаде на тој пат,1984,1984
5303,се крева непроѕирен ѕид,1984,1984
5304,другарчиња од детинските ден мил дечиња,1984,1984
5305,како да ги втас таа суден мак,1984,1984
5306,да нема меѓу нив допир да нема ставување,1984,1984
5307,да не може да си подаде рак,1984,1984
5308,и тие не сме да си каже ни збор,1984,1984
5309,за тоа што длабоко ги мачи,1984,1984
5310,за да не се загуби уште повеќе,1984,1984
5311,во свет што бучи и јачи,1984,1984
5312,и го сеќава својот најголем страв,1984,1984
5313,од збор и мол што може да си ги каже,1984,1984
5314,и затоа молчи затоа сè забораваат,1984,1984
5315,и готов се себеси и друг да лаже,1984,1984
5316,браќа загубен уште се сака,1984,1984
5317,а сепак мисли дека си пречи,1984,1984
5318,и да се задржи уште малку во тоа сакање,1984,1984
5319,крајната болка нема да си ја рече,1984,1984
5320,че гевара,1984,1984
5321,штом бунт ќе го изобличи власт,1984,1984
5322,бунтовник за почести се граба,1984,1984
5323,и повторно се изделила кас,1984,1984
5324,а надеж за обнова е слаба,1984,1984
5325,но бродат негде пак бунтовен чета,1984,1984
5326,што глад и жед ден и ноќ ги мачи,1984,1984
5327,ги шиба дожд во андите клет,1984,1984
